epoch,cl_loss,cl_loss_test,dcl_loss,dcl_loss_test,nscl_loss,nscl_loss_test,diff,diff_test,diff_cl,diff_cl_test
0,6.203239275484669,6.140357720851898,6.201200504692233,6.137582331895828,6.095303644939345,6.031336814165115,0.10589685975288858,0.10624551773071289,0.10793563054532421,0.10902090668678284
10,5.78340085185304,5.713644593954086,5.780248104309549,5.709299212694168,5.6582158487670275,5.586630350351333,0.12203225554252158,0.12266886234283447,0.12518500308601224,0.12701424360275268
100,5.508737907117727,5.448125237226487,5.504610664990484,5.442583429813385,5.359399501158267,5.2964033603668215,0.14521116383221686,0.14618006944656373,0.1493384059594602,0.15172187685966493
900,5.380676982354145,5.335543769598007,5.376008449768533,5.329335403442383,5.221268899586736,5.17478147149086,0.15473955018179758,0.15455393195152284,0.15940808276740873,0.1607622981071472
