epoch,cl_loss,cl_loss_test,dcl_loss,dcl_loss_test,nscl_loss,nscl_loss_test,diff,diff_test,diff_cl,diff_cl_test
0,6.203239275484669,6.140357720851898,6.201200504692233,6.137582331895828,6.095822621364983,6.031336814165115,0.10537788332725058,0.10624551773071289,0.1074166541196862,0.10902090668678284
10,5.78340085185304,5.713644593954086,5.780248104309549,5.709299212694168,5.671023631582455,5.586630350351333,0.10922447272709437,0.12266886234283447,0.11237722027058504,0.12701424360275268
100,5.508737907117727,5.448125237226487,5.504610664990484,5.442583429813385,5.389733212334769,5.2964033603668215,0.11487745265571439,0.14618006944656373,0.11900469478295773,0.15172187685966493
900,5.380676982354145,5.335543769598007,5.376008449768533,5.329335403442383,5.258746993785002,5.17478147149086,0.11726145598353171,0.15455393195152284,0.12192998856914286,0.1607622981071472
