epoch,cl_loss,cl_loss_test,dcl_loss,dcl_loss_test,nscl_loss,nscl_loss_test,diff,diff_test,diff_cl,diff_cl_test
0,7.309320907203519,7.2858726501464846,7.308633327484131,7.285166263580322,7.203287873949323,7.179773473739624,0.10534545353480748,0.10539278984069825,0.10603303325419523,0.10609917640686035
10,7.081482770491619,7.054777908325195,7.08062541728117,7.053894853591919,6.975296448688118,6.94847559928894,0.10532896859305245,0.10541925430297852,0.10618632180350167,0.10630230903625489
100,6.895217642492177,6.8760161876678465,6.894190681223967,6.8749652862548825,6.7889090654801345,6.769615840911865,0.10528161574383171,0.10534944534301757,0.1063085770120426,0.10640034675598145
900,6.770933092856894,6.7820886135101315,6.769772432288345,6.780929708480835,6.664425450928357,6.675593662261963,0.10534698135998784,0.10533604621887208,0.10650764192853655,0.10649495124816895
