epoch,cl_loss,cl_loss_test,dcl_loss,dcl_loss_test,nscl_loss,nscl_loss_test,diff,diff_test,diff_cl,diff_cl_test
0,7.591771661018838,7.568058967590332,7.591265804913579,7.56753945350647,7.485849000969711,7.462093353271484,0.10541680394386758,0.10544610023498535,0.10592266004912708,0.10596561431884766
10,7.169434255483199,7.1426506519317625,7.168650383851966,7.141842603683472,7.063161052003199,7.036371898651123,0.10548933184876734,0.10547070503234864,0.1062732034800004,0.10627875328063965
100,6.893616238418891,6.87297215461731,6.892589257687939,6.87191915512085,6.7872700691223145,6.766427373886108,0.105319188565624,0.1054917812347412,0.10634616929657605,0.10654478073120117
900,6.765100498588717,6.758756875991821,6.7639390887046345,6.75758318901062,6.658693741778938,6.652172088623047,0.10524534692569655,0.10541110038757324,0.10640675680977958,0.10658478736877441
